method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,train.grad_clip,train.lr,train.weight_decay
baseline,coord_02_train_weight_decay_010,coord:train.weight_decay,2,0.7995721726190477,0.0032552083333333703,0.7995721726190477,0.7995721726190477,1.0,4.073235308694881e-05,0.02446709884391641
baseline,local_var_topk_010,local_var_topk,2,0.7978980654761905,0.024832589285714246,0.7978980654761905,0.7978980654761905,0.627193485076,4.0732353e-05,0.014467098844
baseline,coord_03_train_grad_clip_005,coord:train.grad_clip,2,0.7969680059523809,0.0004650297619048227,0.7969680059523809,0.7969680059523809,0.6271934850757253,4.073235308694881e-05,0.02446709884391641
baseline,local_var_topk_011,local_var_topk,2,0.7969680059523809,0.00846354166666663,0.7969680059523809,0.7969680059523809,0.927193485076,4.0732353e-05,0.014467098844
baseline,local_var_topk_009,local_var_topk,2,0.7900855654761905,0.041015625,0.7900855654761905,0.7900855654761905,0.5,4.0732353e-05,0.014467098844
baseline,coord_02_train_weight_decay_006,coord:train.weight_decay,2,0.7899925595238095,0.01506696428571419,0.7899925595238095,0.7899925595238095,1.0,4.073235308694881e-05,0.04941338139680235
baseline,local_var_topk_015,local_var_topk,2,0.7889694940476191,0.009021577380952328,0.7889694940476191,0.7889694940476191,0.5,4.0732353e-05,0.034467098844
baseline,coord_03_train_grad_clip_001,coord:train.grad_clip,2,0.7885974702380951,0.026134672619047616,0.7885974702380951,0.7885974702380951,0.9733492506568604,4.073235308694881e-05,0.02446709884391641
baseline,local_var_topk_014,local_var_topk,2,0.7859002976190477,0.022693452380952328,0.7859002976190477,0.7859002976190477,0.927193485076,4.0732353e-05,0.024467098844
baseline,coord_03_train_grad_clip_010,coord:train.grad_clip,2,0.7834821428571428,0.00390625,0.7834821428571428,0.7834821428571428,1.3976850553319569,4.073235308694881e-05,0.02446709884391641
baseline,coord_03_train_grad_clip_009,coord:train.grad_clip,2,0.7822730654761905,0.027808779761904767,0.7822730654761905,0.7822730654761905,1.5112336071971466,4.073235308694881e-05,0.02446709884391641
baseline,local_var_topk_012,local_var_topk,2,0.7783668154761905,0.002697172619047672,0.7783668154761905,0.7783668154761905,0.5,4.0732353e-05,0.024467098844
baseline,coord_03_train_grad_clip_006,coord:train.grad_clip,2,0.77734375,0.004836309523809534,0.77734375,0.77734375,1.4235623362774221,4.073235308694881e-05,0.02446709884391641
baseline,local_var_topk_013,local_var_topk,2,0.7745535714285714,0.011532738095238082,0.7745535714285714,0.7745535714285714,0.627193485076,4.0732353e-05,0.024467098844
baseline,coord_02_train_weight_decay_008,coord:train.weight_decay,2,0.7729724702380952,0.0248325892857143,0.7729724702380952,0.7729724702380952,1.0,4.073235308694881e-05,0.01543368425632205
baseline,coord_02_train_weight_decay_001,coord:train.weight_decay,2,0.7720424107142858,0.04640997023809529,0.7720424107142858,0.7720424107142858,1.0,4.073235308694881e-05,0.006765903978014576
baseline,coord_02_train_weight_decay_003,coord:train.weight_decay,2,0.7708333333333333,0.015438988095238082,0.7708333333333333,0.7708333333333333,1.0,4.073235308694881e-05,0.035318587196151295
baseline,coord_03_train_grad_clip_000,coord:train.grad_clip,2,0.7684151785714286,0.022693452380952328,0.7684151785714286,0.7684151785714286,0.8623574172053887,4.073235308694881e-05,0.02446709884391641
baseline,coord_02_anchor,coord:train.weight_decay,2,0.7666480654761905,0.027064732142857095,0.7666480654761905,0.7666480654761905,1.0,4.073235308694881e-05,0.0
baseline,local_var_topk_017,local_var_topk,2,0.765811011904762,0.0228794642857143,0.765811011904762,0.765811011904762,0.927193485076,4.0732353e-05,0.034467098844
baseline,coord_02_train_weight_decay_007,coord:train.weight_decay,2,0.7647879464285714,0.016462053571428603,0.7647879464285714,0.7647879464285714,1.0,4.073235308694881e-05,0.007589584457877514
baseline,coord_03_train_grad_clip_003,coord:train.grad_clip,2,0.7646949404761905,0.018043154761904823,0.7646949404761905,0.7646949404761905,0.8690175238301865,4.073235308694881e-05,0.02446709884391641
baseline,coord_03_train_grad_clip_008,coord:train.grad_clip,2,0.763671875,0.007533482142857206,0.763671875,0.763671875,1.979075829358662,4.073235308694881e-05,0.02446709884391641
baseline,local_var_topk_023,local_var_topk,2,0.7633928571428572,0.015625,0.7646019345238095,0.7621837797619048,0.927193485076,8.1464706e-05,0.024467098844
baseline,coord_02_train_weight_decay_000,coord:train.weight_decay,2,0.7626488095238095,0.0029761904761904656,0.7626488095238095,0.7626488095238095,1.0,4.073235308694881e-05,0.024742505611920138
baseline,coord_03_train_grad_clip_004,coord:train.grad_clip,2,0.7594866071428572,0.04296875,0.7594866071428572,0.7594866071428572,0.9537451003327635,4.073235308694881e-05,0.02446709884391641
baseline,coord_03_anchor,coord:train.grad_clip,2,0.7582310267857143,0.027855282738095233,0.7582775297619048,0.7581845238095237,1.0,4.073235308694881e-05,0.02446709884391641
baseline,local_var_topk_000,local_var_topk,2,0.7580915178571428,0.0008370535714285476,0.7580915178571428,0.7580915178571428,0.5,2.0366177e-05,0.014467098844
baseline,local_var_topk_022,local_var_topk,2,0.755859375,0.0004650297619047117,0.755859375,0.755859375,0.627193485076,8.1464706e-05,0.024467098844
baseline,coord_01_train_lr_007,coord:train.lr,2,0.7556733630952381,0.024646577380952384,0.7556733630952381,0.7556733630952381,1.0,4.073235308694881e-05,0.0
baseline,coord_03_train_grad_clip_002,coord:train.grad_clip,2,0.7547433035714286,0.03878348214285715,0.7547433035714286,0.7547433035714286,0.5277354059107395,4.073235308694881e-05,0.02446709884391641
baseline,local_var_topk_002,local_var_topk,2,0.7502790178571429,0.006789434523809534,0.7502790178571429,0.7502790178571429,0.927193485076,2.0366177e-05,0.014467098844
baseline,coord_02_train_weight_decay_002,coord:train.weight_decay,2,0.75,0.007068452380952384,0.75,0.75,1.0,4.073235308694881e-05,0.03175375624865879
baseline,coord_01_train_lr_008,coord:train.lr,2,0.7498139880952381,0.020275297619047616,0.7498139880952381,0.7498139880952381,1.0,3.073869450200515e-05,0.0
baseline,coord_02_train_weight_decay_005,coord:train.weight_decay,2,0.7496279761904763,0.03311011904761907,0.7496279761904763,0.7496279761904763,1.0,4.073235308694881e-05,0.01546097607936744
baseline,coord_02_train_weight_decay_004,coord:train.weight_decay,2,0.748046875,0.043247767857142794,0.748046875,0.748046875,1.0,4.073235308694881e-05,0.012627914022778375
baseline,local_var_topk_006,local_var_topk,2,0.7465587797619047,9.300595238098674e-05,0.7465587797619047,0.7465587797619047,0.5,2.0366177e-05,0.034467098844
baseline,local_var_topk_005,local_var_topk,2,0.7461867559523809,0.008649553571428603,0.7461867559523809,0.7461867559523809,0.927193485076,2.0366177e-05,0.024467098844
baseline,local_var_topk_016,local_var_topk,2,0.745721726190476,0.01339285714285715,0.745721726190476,0.745721726190476,0.627193485076,4.0732353e-05,0.034467098844
baseline,local_var_topk_001,local_var_topk,2,0.7425595238095238,0.04538690476190477,0.7425595238095238,0.7425595238095238,0.627193485076,2.0366177e-05,0.014467098844
baseline,coord_03_train_grad_clip_007,coord:train.grad_clip,2,0.7423270089285714,0.040783110119047616,0.7451636904761905,0.7394903273809523,0.6972133520518287,4.073235308694881e-05,0.02446709884391641
baseline,coord_01_train_lr_004,coord:train.lr,2,0.7416294642857143,0.018787202380952328,0.7416294642857143,0.7416294642857143,1.0,2.5551784142791192e-05,0.0
baseline,local_var_topk_007,local_var_topk,2,0.7405133928571428,0.025483630952380876,0.7405133928571428,0.7405133928571428,0.627193485076,2.0366177e-05,0.034467098844
baseline,local_var_topk_003,local_var_topk,2,0.7371651785714286,0.0031622023809524946,0.7371651785714286,0.7371651785714286,0.5,2.0366177e-05,0.024467098844
baseline,local_var_topk_021,local_var_topk,2,0.7370721726190477,0.016834077380952328,0.7370721726190477,0.7370721726190477,0.5,8.1464706e-05,0.024467098844
baseline,local_var_topk_019,local_var_topk,2,0.7323288690476191,0.00037202380952378045,0.7323288690476191,0.7323288690476191,0.627193485076,8.1464706e-05,0.014467098844
baseline,local_var_topk_026,local_var_topk,2,0.7313988095238095,0.002604166666666685,0.7332589285714286,0.7295386904761905,0.927193485076,8.1464706e-05,0.034467098844
baseline,local_var_topk_018,local_var_topk,2,0.7273995535714286,0.010881696428571397,0.7273995535714286,0.7273995535714286,0.5,8.1464706e-05,0.014467098844
baseline,local_var_topk_004,local_var_topk,2,0.7254464285714286,0.014880952380952384,0.7254464285714286,0.7254464285714286,0.627193485076,2.0366177e-05,0.024467098844
baseline,local_var_topk_008,local_var_topk,2,0.7248883928571429,0.0228794642857143,0.7248883928571429,0.7248883928571429,0.927193485076,2.0366177e-05,0.034467098844
baseline,coord_02_train_weight_decay_009,coord:train.weight_decay,2,0.7193080357142857,0.0009300595238096454,0.7193080357142857,0.7193080357142857,1.0,4.073235308694881e-05,0.007863245139373703
baseline,coord_01_train_lr_005,coord:train.lr,2,0.7171688988095237,0.0026971726190476164,0.718563988095238,0.7157738095238095,1.0,1.2632687420587218e-05,0.0
baseline,local_var_topk_024,local_var_topk,2,0.7163318452380953,0.011532738095238082,0.7163318452380953,0.7163318452380953,0.5,8.1464706e-05,0.034467098844
baseline,coord_01_train_lr_006,coord:train.lr,2,0.7130766369047619,0.021298363095238138,0.7130766369047619,0.7130766369047619,1.0,9.047754223534923e-05,0.0
baseline,local_var_topk_020,local_var_topk,2,0.7121465773809523,0.012741815476190466,0.7121465773809523,0.7121465773809523,0.927193485076,8.1464706e-05,0.014467098844
baseline,coord_01_train_lr_001,coord:train.lr,2,0.7046130952380953,0.017671130952380987,0.7046130952380953,0.7046130952380953,1.0,0.00011129736574037923,0.0
baseline,coord_01_train_lr_003,coord:train.lr,2,0.6875,0.0026041666666667407,0.6875,0.6875,1.0,6.110024420884288e-06,0.0
baseline,coord_01_train_lr_000,coord:train.lr,2,0.6748511904761905,0.008184523809523836,0.6748511904761905,0.6748511904761905,1.0,3.0561322966883563e-06,0.0
baseline,local_var_topk_025,local_var_topk,2,0.6613653273809524,0.08045014880952384,0.6613653273809524,0.6613653273809524,0.627193485076,8.1464706e-05,0.034467098844
baseline,coord_01_anchor,coord:train.lr,2,0.5809151785714286,0.0,0.5809151785714286,0.5809151785714286,1.0,0.001,0.0
baseline,coord_01_train_lr_002,coord:train.lr,2,0.5809151785714286,0.0,0.5809151785714286,0.5809151785714286,1.0,0.003661385906620278,0.0
baseline,coord_01_train_lr_009,coord:train.lr,2,0.5809151785714286,0.0,0.5809151785714286,0.5809151785714286,1.0,0.0005843483351802731,0.0
baseline,coord_01_train_lr_010,coord:train.lr,2,0.5809151785714286,0.0,0.5809151785714286,0.5809151785714286,1.0,0.0006416285041125823,0.0
