ts_epoch,event,phase,completed_jobs,total_jobs,failed_jobs,percent,eta_sec,elapsed_sec
1774756696.5197952,init,,0,0,0,0.0,,3.147125244140625e-05
1774756696.520238,pipeline_start,,0,0,0,0.0,,0.0005061626434326172
1774756696.523381,lock_wait,,0,0,0,0.0,,0.0008728504180908203
1774756696.5261655,lock_acquired,,0,0,0,0.0,,0.0040438175201416016
1774756696.5290146,method_start,,0,0,0,0.0,,0.006778240203857422
1774756696.5322108,lock_wait,,0,0,0,0.0,,0.009752273559570312
1774756696.5348427,lock_acquired,,0,0,0,0.0,,0.012881278991699219
1774756696.53714,lock_released,,0,0,0,0.0,,0.015483379364013672
1774756696.5397596,lock_wait,,0,0,0,0.0,,0.018454790115356445
1774756696.54232,lock_acquired,,0,0,0,0.0,,0.020442485809326172
1774756696.5446923,plan_add,,0,24,0,0.0,,0.02295851707458496
1774756696.547009,phase_start,ours:coord:train.lr,0,24,0,0.0,,0.02533268928527832
1774756696.5752885,group_slots,ours:coord:train.lr,0,24,0,0.0,,0.05533313751220703
1774756696.5792997,group_start,ours:coord:train.lr,0,24,0,0.0,,0.05593276023864746
1774756918.9337833,job_done,ours:coord:train.lr,1,24,0,4.166666666666667,5115.490305423737,222.41262197494507
1774757149.4690917,job_done,ours:coord:train.lr,2,24,0,8.333333333333334,4982.441828489304,452.94925713539124
1774757373.43129,job_done,ours:coord:train.lr,3,24,0,12.5,4738.378927707672,676.9112753868103
1774757612.6722047,job_done,ours:coord:train.lr,4,24,0,16.666666666666668,4580.761746168137,916.1523492336273
1774757837.415189,job_done,ours:coord:train.lr,5,24,0,20.833333333333332,4335.400354862213,1140.8948302268982
1774758064.133803,job_done,ours:coord:train.lr,6,24,0,25.0,4102.8419415950775,1367.6139805316925
1774758291.6336453,job_done,ours:coord:train.lr,7,24,0,29.166666666666668,3873.8476999487193,1595.113758802414
1774758520.3467202,job_done,ours:coord:train.lr,8,24,0,33.333333333333336,3647.6532206535344,1823.826610326767
