method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,train.grad_clip,train.lr,train.weight_decay
baseline,coord_03_train_grad_clip_009,coord:train.grad_clip,2,0.7192668121125481,0.012461961904589924,0.7192668121125481,0.7192668121125481,1.5112336071971466,2.5551784142791192e-05,0.03175375624865879
baseline,coord_02_train_weight_decay_002,coord:train.weight_decay,2,0.6918474938897776,0.004575758375778616,0.6918474938897776,0.6918474938897776,1.0,2.5551784142791192e-05,0.03175375624865879
baseline,local_var_topk_006,local_var_topk,2,0.6888433078187703,0.02078306003185315,0.6888433078187703,0.6888433078187703,1.811233607197,1.2775892e-05,0.021753756249
baseline,coord_03_anchor,coord:train.grad_clip,2,0.6874039736958594,0.023667430612720253,0.6874039736958594,0.6874039736958594,1.0,2.5551784142791192e-05,0.03175375624865879
baseline,coord_02_train_weight_decay_000,coord:train.weight_decay,2,0.6871999367107264,0.0051216639911926265,0.6871999367107264,0.6871999367107264,1.0,2.5551784142791192e-05,0.024742505611920138
baseline,coord_03_train_grad_clip_006,coord:train.grad_clip,2,0.6859297822295638,0.0011696870576625162,0.6859297822295638,0.6859297822295638,1.4235623362774221,2.5551784142791192e-05,0.03175375624865879
baseline,coord_02_train_weight_decay_009,coord:train.weight_decay,2,0.6851644632606514,0.011172921708277439,0.6851644632606514,0.6851644632606514,1.0,2.5551784142791192e-05,0.007863245139373703
baseline,coord_03_train_grad_clip_008,coord:train.grad_clip,2,0.6848128901977932,0.021478718749874837,0.6872003594724865,0.6824254209231,1.979075829358662,2.5551784142791192e-05,0.03175375624865879
baseline,local_var_topk_010,local_var_topk,2,0.6820046103711113,0.020190626586204907,0.6820046103711113,0.6820046103711113,1.211233607197,2.5551784e-05,0.031753756249
baseline,local_var_topk_000,local_var_topk,2,0.680892034326875,0.0014867951396390078,0.680892034326875,0.680892034326875,1.211233607197,1.2775892e-05,0.021753756249
baseline,coord_02_anchor,coord:train.weight_decay,2,0.6808109149700148,0.00028577563848458665,0.6808109149700148,0.6808109149700148,1.0,2.5551784142791192e-05,0.01
