ts_epoch,event,phase,completed_jobs,total_jobs,failed_jobs,percent,eta_sec,elapsed_sec
1774665900.4241996,init,,0,0,0,0.0,,1.621246337890625e-05
1774665900.424484,pipeline_start,,0,0,0,0.0,,0.0002951622009277344
1774665900.4251175,lock_wait,,0,0,0,0.0,,0.0005435943603515625
1774665900.4253561,lock_acquired,,0,0,0,0.0,,0.0011897087097167969
1774665900.425541,method_start,,0,0,0,0.0,,0.0013988018035888672
1774665900.4257991,lock_wait,,0,0,0,0.0,,0.0016417503356933594
1774665900.4260235,lock_acquired,,0,0,0,0.0,,0.001873016357421875
1774665900.426237,lock_released,,0,0,0,0.0,,0.0020737648010253906
1774665900.426861,lock_wait,,0,0,0,0.0,,0.0027010440826416016
1774665900.4270678,lock_acquired,,0,0,0,0.0,,0.002920866012573242
1774665900.4272532,plan_add,,0,24,0,0.0,,0.003107786178588867
1774665900.427468,phase_start,baseline:coord:train.lr,0,24,0,0.0,,0.0033121109008789062
1774665980.6553838,group_slots,baseline:coord:train.lr,0,24,0,0.0,,80.22927165031433
1774665980.6557252,group_start,baseline:coord:train.lr,0,24,0,0.0,,80.23153376579285
1774666309.9302452,job_done,baseline:coord:train.lr,1,24,0,4.166666666666667,9418.632424116135,409.5057575702667
1774666311.028196,job_done,baseline:coord:train.lr,2,24,0,8.333333333333334,4516.641745567322,410.6037950515747
1774666313.1945953,job_done,baseline:coord:train.lr,3,24,0,12.5,2889.3887197971344,412.76981711387634
1774666314.176416,job_done,baseline:coord:train.lr,4,24,0,16.666666666666668,2068.759688138962,413.75193762779236
1774666644.1412678,job_done,baseline:coord:train.lr,5,24,0,20.833333333333332,2826.1233570098875,743.7166728973389
1774666648.7227118,job_done,baseline:coord:train.lr,6,24,0,25.0,2244.895234823227,748.2984116077423
1774666649.553696,job_done,baseline:coord:train.lr,7,24,0,29.166666666666668,1819.3143092904772,749.1294214725494
1774666650.3356757,job_done,baseline:coord:train.lr,8,24,0,33.333333333333336,1499.822765827179,749.9113829135895
1774666960.4095263,job_done,baseline:coord:train.lr,9,24,0,37.5,1766.6409488519032,1059.984569311142
1774666970.0106394,job_done,baseline:coord:train.lr,10,24,0,41.666666666666664,1497.420902967453,1069.5863592624664
1774666970.5003157,job_done,baseline:coord:train.lr,11,24,0,45.833333333333336,1264.6352588913658,1070.075988292694
1774666970.9515867,job_done,baseline:coord:train.lr,12,24,0,50.0,1070.5271475315094,1070.5271475315094
1774667271.832211,job_done,baseline:coord:train.lr,13,24,0,54.166666666666664,1160.42208807285,1371.4079222679138
1774667299.3909266,job_done,baseline:coord:train.lr,14,24,0,58.333333333333336,999.2618666376386,1398.966613292694
1774667304.3726528,job_done,baseline:coord:train.lr,15,24,0,62.5,842.3690135478973,1403.9483559131622
1774667304.7361605,job_done,baseline:coord:train.lr,16,24,0,66.66666666666667,702.1558409929276,1404.311681985855
1774667548.8874757,job_done,baseline:coord:train.lr,17,24,0,70.83333333333333,678.7789439313551,1648.463149547577
1774667606.6976182,job_done,baseline:coord:train.lr,18,24,0,75.0,568.7575182914734,1706.2725548744202
1774667611.0553772,job_done,baseline:coord:train.lr,19,24,0,79.16666666666667,450.1660726572338,1710.6310760974884
1774667615.1578872,job_done,baseline:coord:train.lr,20,24,0,83.33333333333333,342.94666757583616,1714.733337879181
1774667830.8215835,job_done,baseline:coord:train.lr,21,24,0,87.5,275.7710342066629,1930.39723944664
1774667912.7941358,job_done,baseline:coord:train.lr,22,24,0,91.66666666666667,182.9427110715346,2012.3698217868805
1774667919.9739828,job_done,baseline:coord:train.lr,23,24,0,95.83333333333333,87.80650505812272,2019.5496163368225
1774667921.2131133,job_done,baseline:coord:train.lr,24,24,0,100.0,,2020.7888596057892
1774667921.2317438,group_end,baseline:coord:train.lr,24,24,0,100.0,,2020.8073420524597
1774667921.2320993,phase_end,,24,24,0,100.0,,2020.807847738266
1774667921.2325304,lock_released,,24,24,0,100.0,,2020.808253288269
1774667921.2347243,lock_wait,,24,24,0,100.0,,2020.8104474544525
1774667921.2351544,lock_acquired,,24,24,0,100.0,,2020.8108971118927
1774667921.2355273,plan_add,,24,48,0,50.0,2020.811255455017,2020.811255455017
1774667921.235907,phase_start,baseline:coord:train.weight_decay,24,48,0,50.0,2020.8116488456726,2020.8116488456726
1774668000.5467784,group_slots,baseline:coord:train.weight_decay,24,48,0,50.0,2100.122278690338,2100.122278690338
1774668000.5471752,group_start,baseline:coord:train.weight_decay,24,48,0,50.0,2100.1229124069214,2100.1229124069214
1774668329.1359494,job_done,baseline:coord:train.weight_decay,25,48,0,52.083333333333336,2234.4116545295715,2428.7083201408386
1774668331.0842955,job_done,baseline:coord:train.weight_decay,26,48,0,54.166666666666664,2056.71209694789,2430.6597509384155
1774668333.3560815,job_done,baseline:coord:train.weight_decay,27,48,0,56.25,1892.2801970110997,2432.931681871414
1774668333.44702,job_done,baseline:coord:train.weight_decay,28,48,0,58.333333333333336,1737.8733445916855,2433.02268242836
1774668667.7652748,job_done,baseline:coord:train.weight_decay,29,48,0,60.416666666666664,1813.085324418956,2767.3407583236694
1774668670.085119,job_done,baseline:coord:train.weight_decay,30,48,0,62.5,1661.7963891506197,2769.660648584366
1774668672.7957702,job_done,baseline:coord:train.weight_decay,31,48,0,64.58333333333333,1520.3327019829903,2772.3713977336884
1774668979.5445466,job_done,baseline:coord:train.weight_decay,32,48,0,66.66666666666667,1539.5600538253786,3079.120107650757
1774668987.2993772,job_done,baseline:coord:train.weight_decay,33,48,0,68.75,1403.1248329986227,3086.8746325969696
1774668989.1544063,job_done,baseline:coord:train.weight_decay,34,48,0,70.83333333333333,1271.8299907796522,3088.729977607727
1774668990.8101923,job_done,baseline:coord:train.weight_decay,35,48,0,72.91666666666667,1147.8575331347329,3090.3856661319733
1774669296.0605257,job_done,baseline:coord:train.weight_decay,36,48,0,75.0,1131.8787404696147,3395.636221408844
1774669318.1060932,job_done,baseline:coord:train.weight_decay,37,48,0,77.08333333333333,1016.0675598608481,3417.6817922592163
1774669322.8807876,job_done,baseline:coord:train.weight_decay,38,48,0,79.16666666666667,900.6464259248031,3422.4564185142517
1774669323.9850564,job_done,baseline:coord:train.weight_decay,39,48,0,81.25,790.0524541414701,3423.560634613037
1774669573.154969,job_done,baseline:coord:train.weight_decay,40,48,0,83.33333333333333,734.5461250782014,3672.7306253910065
1774669621.7600007,job_done,baseline:coord:train.weight_decay,41,48,0,85.41666666666667,635.3499494529352,3721.3354182243347
1774669631.47077,job_done,baseline:coord:train.weight_decay,42,48,0,87.5,533.0064596789224,3731.0452177524567
1774669632.4171615,job_done,baseline:coord:train.weight_decay,43,48,0,89.58333333333333,433.95264337229173,3731.992733001709
1774669859.0752811,job_done,baseline:coord:train.weight_decay,44,48,0,91.66666666666667,359.8773609941656,3958.6509709358215
1774669934.7633488,job_done,baseline:coord:train.weight_decay,45,48,0,93.75,268.9559357802073,4034.3390367031097
1774669954.263514,job_done,baseline:coord:train.weight_decay,46,48,0,95.83333333333333,176.2538785416147,4053.839206457138
1774669954.8559685,job_done,baseline:coord:train.weight_decay,47,48,0,97.91666666666667,86.26448628750254,4054.430855512619
1774670055.6244404,job_done,baseline:coord:train.weight_decay,48,48,0,100.0,,4155.199992895126
1774670055.638851,group_end,baseline:coord:train.weight_decay,48,48,0,100.0,,4155.213138341904
1774670055.6390958,phase_end,,48,48,0,100.0,,4155.214916467667
1774670055.6394093,lock_released,,48,48,0,100.0,,4155.215206623077
1774670055.6406884,lock_wait,,48,48,0,100.0,,4155.216523647308
1774670055.6425362,lock_acquired,,48,48,0,100.0,,4155.216920614243
1774670055.6427343,plan_add,,48,72,0,66.66666666666667,2077.6092932224274,4155.218586444855
1774670055.6429513,phase_start,baseline:coord:train.grad_clip,48,72,0,66.66666666666667,2077.6093949079514,4155.218789815903
1774670132.807138,group_slots,baseline:coord:train.grad_clip,48,72,0,66.66666666666667,2116.1906999349594,4232.381399869919
1774670132.8092227,group_start,baseline:coord:train.grad_clip,48,72,0,66.66666666666667,2116.1919399499893,4232.383879899979
1774670460.4273193,job_done,baseline:coord:train.grad_clip,49,72,0,68.05555555555556,2140.4093338518724,4560.002493858337
1774670463.4351606,job_done,baseline:coord:train.grad_clip,50,72,0,69.44444444444444,2007.7246691799162,4563.010611772537
1774670463.9782376,job_done,baseline:coord:train.grad_clip,51,72,0,70.83333333333333,1879.1103994706098,4563.553827285767
1774670464.506361,job_done,baseline:coord:train.grad_clip,52,72,0,72.22222222222223,1755.4160381280458,4564.081699132919
1774670759.6291907,job_done,baseline:coord:train.grad_clip,53,72,0,73.61111111111111,1741.9790408296406,4859.204692840576
1774670770.285577,job_done,baseline:coord:train.grad_clip,54,72,0,75.0,1623.2870656649272,4869.8611969947815
