method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,train.grad_clip,train.lr,train.weight_decay,method.ours.lambda_align
baseline,local_var_topk_000,local_var_topk,2,0.7280505952380952,0.0011160714285715079,0.7280505952380952,0.7280505952380952,1.679075829359,2.0366177e-05,0.0,
baseline,local_var_topk_020,local_var_topk,2,0.7275855654761905,0.008649553571428492,0.7275855654761905,0.7275855654761905,2.0,8.1464706e-05,0.0,
baseline,coord_03_train_grad_clip_004,coord:train.grad_clip,2,0.7273995535714286,0.02725074404761907,0.7273995535714286,0.7273995535714286,0.9537451003327635,4.073235308694881e-05,0.006765903978014576,
baseline,coord_01_train_lr_005,coord:train.lr,2,0.7250744047619048,0.012648809523809534,0.7250744047619048,0.7250744047619048,1.0,1.2632687420587218e-05,0.0,
baseline,local_var_topk_001,local_var_topk,2,0.7230282738095238,0.00911458333333337,0.7230282738095238,0.7230282738095238,1.979075829359,2.0366177e-05,0.0,
baseline,coord_02_train_weight_decay_003,coord:train.weight_decay,2,0.7227492559523809,0.015159970238095288,0.7227492559523809,0.7227492559523809,1.0,4.073235308694881e-05,0.035318587196151295,
baseline,local_var_topk_014,local_var_topk,2,0.7198660714285715,0.02269345238095244,0.7198660714285715,0.7198660714285715,2.0,4.0732353e-05,0.006765903978,
baseline,local_var_topk_022,local_var_topk,2,0.7198660714285714,0.0026971726190476164,0.7245163690476191,0.7152157738095238,1.979075829359,8.1464706e-05,0.006765903978,
baseline,coord_01_train_lr_006,coord:train.lr,2,0.7165178571428572,0.02139136904761907,0.7165178571428572,0.7165178571428572,1.0,9.047754223534923e-05,0.0,
baseline,local_var_topk_006,local_var_topk,2,0.7149367559523809,0.016834077380952328,0.7149367559523809,0.7149367559523809,1.679075829359,2.0366177e-05,0.016765903978,
baseline,local_var_topk_008,local_var_topk,2,0.7096354166666666,0.022507440476190577,0.7096354166666666,0.7096354166666666,2.0,2.0366177e-05,0.016765903978,
baseline,local_var_topk_019,local_var_topk,2,0.7067522321428572,0.02371651785714285,0.7117745535714286,0.7017299107142857,1.979075829359,8.1464706e-05,0.0,
baseline,local_var_topk_025,local_var_topk,2,0.7025669642857142,0.01525297619047622,0.7025669642857142,0.7025669642857142,1.979075829359,8.1464706e-05,0.016765903978,
baseline,local_var_topk_007,local_var_topk,2,0.6988467261904763,0.011904761904761918,0.6988467261904763,0.6988467261904763,1.979075829359,2.0366177e-05,0.016765903978,
baseline,coord_01_train_lr_003,coord:train.lr,2,0.685825892857143,0.009672619047619013,0.685825892857143,0.685825892857143,1.0,6.110024420884288e-06,0.0,
baseline,coord_01_train_lr_000,coord:train.lr,2,0.6213727678571429,0.04175967261904756,0.6220238095238095,0.6207217261904763,1.0,3.0561322966883563e-06,0.0,
baseline,coord_01_anchor,coord:train.lr,2,0.5809151785714286,0.0,0.5809151785714286,0.5809151785714286,1.0,0.001,0.0,
baseline,coord_01_train_lr_002,coord:train.lr,2,0.5809151785714286,0.0,0.5809151785714286,0.5809151785714286,1.0,0.003661385906620278,0.0,
baseline,coord_01_train_lr_009,coord:train.lr,2,0.5809151785714286,0.0,0.5809151785714286,0.5809151785714286,1.0,0.0005843483351802731,0.0,
baseline,coord_01_train_lr_010,coord:train.lr,2,0.5809151785714286,0.0,0.5809151785714286,0.5809151785714286,1.0,0.0006416285041125823,0.0,
ours,coord_03_train_grad_clip_005,coord:train.grad_clip,2,0.7722284226190477,0.01981026785714285,0.7722284226190477,0.7722284226190477,0.6271934850757253,3.073869450200515e-05,0.04941338139680235,0.001
ours,coord_01_train_lr_008,coord:train.lr,2,0.7647879464285714,0.0516183035714286,0.7647879464285714,0.7647879464285714,1.0,3.073869450200515e-05,0.0,0.001
ours,local_var_topk_015,local_var_topk,2,0.7620907738095238,0.015252976190476164,0.7620907738095238,0.7620907738095238,0.927193485076,3.0738695e-05,0.039413381397,0.005445486962674414
ours,coord_02_train_weight_decay_006,coord:train.weight_decay,2,0.7593936011904763,0.028180803571428548,0.7593936011904763,0.7593936011904763,1.0,3.073869450200515e-05,0.04941338139680235,0.001
ours,coord_02_train_weight_decay_003,coord:train.weight_decay,2,0.7591145833333333,0.03329613095238099,0.7591145833333333,0.7591145833333333,1.0,3.073869450200515e-05,0.035318587196151295,0.001
ours,coord_01_train_lr_007,coord:train.lr,2,0.7583705357142857,0.04538690476190477,0.7593936011904762,0.7573474702380952,1.0,4.073235308694881e-05,0.0,0.001
ours,coord_04_method_ours_lambda_align_001,coord:method.ours.lambda_align,2,0.7565104166666667,0.01804315476190471,0.7565104166666667,0.7565104166666667,0.6271934850757253,3.073869450200515e-05,0.04941338139680235,0.005445486962674414
ours,coord_03_train_grad_clip_007,coord:train.grad_clip,2,0.7556733630952381,0.010695684523809534,0.7556733630952381,0.7556733630952381,0.6972133520518287,3.073869450200515e-05,0.04941338139680235,0.001
ours,local_var_topk_017,local_var_topk,2,0.7551153273809523,0.035807291666666685,0.7551153273809523,0.7551153273809523,0.927193485076,3.0738695e-05,0.05,0.005445486962674414
ours,coord_04_method_ours_lambda_align_005,coord:method.ours.lambda_align,2,0.7548363095238095,0.006324404761904823,0.7548363095238095,0.7548363095238095,0.6271934850757253,3.073869450200515e-05,0.04941338139680235,0.011663013105376962
ours,coord_03_train_grad_clip_000,coord:train.grad_clip,2,0.7529761904761905,0.006510416666666741,0.7529761904761905,0.7529761904761905,0.8623574172053887,3.073869450200515e-05,0.04941338139680235,0.001
ours,coord_03_train_grad_clip_008,coord:train.grad_clip,2,0.752325148809524,0.033203125,0.752325148809524,0.752325148809524,1.979075829358662,3.073869450200515e-05,0.04941338139680235,0.001
ours,coord_02_train_weight_decay_001,coord:train.weight_decay,2,0.7523251488095237,0.022972470238095177,0.7523251488095237,0.7523251488095237,1.0,3.073869450200515e-05,0.006765903978014576,0.001
ours,local_var_topk_013,local_var_topk,2,0.7500930059523809,0.0021391369047618625,0.7500930059523809,0.7500930059523809,0.627193485076,3.0738695e-05,0.049413381397,0.005445486962674414
ours,coord_04_method_ours_lambda_align_008,coord:method.ours.lambda_align,2,0.7498139880952381,0.015624999999999944,0.7498139880952381,0.7498139880952381,0.6271934850757253,3.073869450200515e-05,0.04941338139680235,0.004572219582090097
ours,coord_02_train_weight_decay_010,coord:train.weight_decay,2,0.7474888392857143,0.0036272321428570953,0.7474888392857143,0.7474888392857143,1.0,3.073869450200515e-05,0.02446709884391641,0.001
ours,coord_04_method_ours_lambda_align_006,coord:method.ours.lambda_align,2,0.7465587797619047,0.037667410714285754,0.7465587797619047,0.7465587797619047,0.6271934850757253,3.073869450200515e-05,0.04941338139680235,0.0008511481723539354
ours,coord_02_train_weight_decay_009,coord:train.weight_decay,2,0.7462797619047619,0.010788690476190466,0.7462797619047619,0.7462797619047619,1.0,3.073869450200515e-05,0.007863245139373703,0.001
ours,coord_03_train_grad_clip_010,coord:train.grad_clip,2,0.7462797619047619,0.011532738095238138,0.7462797619047619,0.7462797619047619,1.3976850553319569,3.073869450200515e-05,0.04941338139680235,0.001
ours,local_var_topk_025,local_var_topk,2,0.7440011160714286,0.03873697916666674,0.7528831845238095,0.7351190476190477,0.927193485076,6.1477389e-05,0.049413381397,0.005445486962674414
ours,coord_04_method_ours_lambda_align_009,coord:method.ours.lambda_align,2,0.7437686011904763,0.02966889880952378,0.7437686011904763,0.7437686011904763,0.6271934850757253,3.073869450200515e-05,0.04941338139680235,2.7792146575590733e-05
ours,local_var_topk_012,local_var_topk,2,0.7433965773809523,0.013857886904761918,0.7433965773809523,0.7433965773809523,0.627193485076,3.0738695e-05,0.039413381397,0.005445486962674414
ours,coord_01_train_lr_006,coord:train.lr,2,0.7428850446428571,0.013253348214285698,0.7538132440476191,0.7319568452380952,1.0,9.047754223534923e-05,0.0,0.001
ours,coord_03_train_grad_clip_009,coord:train.grad_clip,2,0.7424665178571428,0.009021577380952384,0.7424665178571428,0.7424665178571428,1.5112336071971466,3.073869450200515e-05,0.04941338139680235,0.001
ours,local_var_topk_011,local_var_topk,2,0.7422805059523809,0.013671875,0.7422805059523809,0.7422805059523809,0.5,3.0738695e-05,0.05,0.005445486962674414
ours,coord_04_method_ours_lambda_align_002,coord:method.ours.lambda_align,2,0.7420944940476191,0.014415922619047616,0.7420944940476191,0.7420944940476191,0.6271934850757253,3.073869450200515e-05,0.04941338139680235,0.000840670587923724
ours,coord_04_method_ours_lambda_align_000,coord:method.ours.lambda_align,2,0.7413504464285714,0.03487723214285715,0.7413504464285714,0.7413504464285714,0.6271934850757253,3.073869450200515e-05,0.04941338139680235,6.143546030345602e-05
ours,local_var_topk_014,local_var_topk,2,0.7413504464285714,0.0010230654761905211,0.7413504464285714,0.7413504464285714,0.627193485076,3.0738695e-05,0.05,0.005445486962674414
ours,coord_02_train_weight_decay_005,coord:train.weight_decay,2,0.7409784226190477,0.013485863095238082,0.7409784226190477,0.7409784226190477,1.0,3.073869450200515e-05,0.01546097607936744,0.001
ours,local_var_topk_020,local_var_topk,2,0.7404203869047619,0.031901041666666685,0.7416294642857143,0.7392113095238095,0.5,6.1477389e-05,0.05,0.005445486962674414
ours,coord_01_train_lr_004,coord:train.lr,2,0.7393043154761905,0.0060453869047618625,0.7393043154761905,0.7393043154761905,1.0,2.5551784142791192e-05,0.0,0.001
ours,local_var_topk_023,local_var_topk,2,0.7380022321428572,0.03748139880952389,0.7380022321428572,0.7380022321428572,0.627193485076,6.1477389e-05,0.05,0.005445486962674414
ours,coord_04_anchor,coord:method.ours.lambda_align,2,0.7378162202380953,0.018136160714285754,0.7413504464285714,0.7342819940476191,0.6271934850757253,3.073869450200515e-05,0.04941338139680235,0.001
ours,coord_02_train_weight_decay_008,coord:train.weight_decay,2,0.7375372023809523,0.013206845238095177,0.7375372023809523,0.7375372023809523,1.0,3.073869450200515e-05,0.01543368425632205,0.001
ours,coord_02_train_weight_decay_007,coord:train.weight_decay,2,0.7370721726190477,0.021484375,0.7426525297619049,0.7314918154761905,1.0,3.073869450200515e-05,0.007589584457877514,0.001
ours,local_var_topk_016,local_var_topk,2,0.7369791666666667,0.013764880952380987,0.7369791666666667,0.7369791666666667,0.927193485076,3.0738695e-05,0.049413381397,0.005445486962674414
ours,local_var_topk_009,local_var_topk,2,0.736328125,0.023716517857142794,0.736328125,0.736328125,0.5,3.0738695e-05,0.039413381397,0.005445486962674414
ours,coord_04_method_ours_lambda_align_010,coord:method.ours.lambda_align,2,0.7354910714285714,0.018973214285714246,0.7354910714285714,0.7354910714285714,0.6271934850757253,3.073869450200515e-05,0.04941338139680235,0.005954957914881196
ours,local_var_topk_026,local_var_topk,2,0.7347935267857142,0.021344866071428548,0.7354910714285714,0.7340959821428571,0.927193485076,6.1477389e-05,0.05,0.005445486962674414
ours,local_var_topk_002,local_var_topk,2,0.7347470238095237,0.004650297619047672,0.7347470238095237,0.7347470238095237,0.5,1.5369347e-05,0.05,0.005445486962674414
ours,local_var_topk_022,local_var_topk,2,0.7340029761904762,0.03199404761904756,0.7340029761904762,0.7340029761904762,0.627193485076,6.1477389e-05,0.049413381397,0.005445486962674414
ours,coord_02_anchor,coord:train.weight_decay,2,0.7320498511904762,0.013857886904761862,0.7320498511904762,0.7320498511904762,1.0,3.073869450200515e-05,0.0,0.001
ours,coord_04_method_ours_lambda_align_003,coord:method.ours.lambda_align,2,0.7313988095238095,0.019159226190476164,0.7313988095238095,0.7313988095238095,0.6271934850757253,3.073869450200515e-05,0.04941338139680235,0.0005250238688631986
ours,coord_03_train_grad_clip_004,coord:train.grad_clip,2,0.7312127976190477,0.005952380952380987,0.7312127976190477,0.7312127976190477,0.9537451003327635,3.073869450200515e-05,0.04941338139680235,0.001
ours,local_var_topk_000,local_var_topk,2,0.7299107142857143,0.005580357142857095,0.7299107142857143,0.7299107142857143,0.5,1.5369347e-05,0.039413381397,0.005445486962674414
ours,coord_03_train_grad_clip_002,coord:train.grad_clip,2,0.7297247023809523,0.027901785714285754,0.7297247023809523,0.7297247023809523,0.5277354059107395,3.073869450200515e-05,0.04941338139680235,0.001
ours,coord_03_train_grad_clip_006,coord:train.grad_clip,2,0.7289806547619049,0.03292410714285715,0.7289806547619049,0.7289806547619049,1.4235623362774221,3.073869450200515e-05,0.04941338139680235,0.001
ours,coord_04_method_ours_lambda_align_007,coord:method.ours.lambda_align,2,0.7286086309523809,0.009672619047619013,0.7286086309523809,0.7286086309523809,0.6271934850757253,3.073869450200515e-05,0.04941338139680235,0.0002295465706459708
ours,coord_02_train_weight_decay_004,coord:train.weight_decay,2,0.7273065476190476,0.04427083333333337,0.7346540178571428,0.7199590773809523,1.0,3.073869450200515e-05,0.012627914022778375,0.001
ours,local_var_topk_001,local_var_topk,2,0.7261904761904763,0.035714285714285754,0.7261904761904763,0.7261904761904763,0.5,1.5369347e-05,0.049413381397,0.005445486962674414
ours,local_var_topk_021,local_var_topk,2,0.7260509672619048,0.03808593749999989,0.7323288690476191,0.7197730654761905,0.627193485076,6.1477389e-05,0.039413381397,0.005445486962674414
ours,local_var_topk_010,local_var_topk,2,0.7260044642857142,0.026599702380952384,0.7268415178571428,0.7251674107142856,0.5,3.0738695e-05,0.049413381397,0.005445486962674414
ours,coord_03_train_grad_clip_003,coord:train.grad_clip,2,0.7252604166666666,0.003534226190476164,0.7252604166666666,0.7252604166666666,0.8690175238301865,3.073869450200515e-05,0.04941338139680235,0.001
ours,local_var_topk_024,local_var_topk,2,0.724609375,0.001581101190476275,0.724609375,0.724609375,0.927193485076,6.1477389e-05,0.039413381397,0.005445486962674414
ours,coord_03_train_grad_clip_001,coord:train.grad_clip,2,0.7242373511904763,0.006417410714285754,0.7261904761904763,0.7222842261904763,0.9733492506568604,3.073869450200515e-05,0.04941338139680235,0.001
ours,coord_04_method_ours_lambda_align_004,coord:method.ours.lambda_align,2,0.7236793154761906,0.00455729166666663,0.7236793154761906,0.7236793154761906,0.6271934850757253,3.073869450200515e-05,0.04941338139680235,0.0264413130973263
ours,coord_02_train_weight_decay_000,coord:train.weight_decay,2,0.7218191964285714,0.011253720238095288,0.7218191964285714,0.7218191964285714,1.0,3.073869450200515e-05,0.024742505611920138,0.001
ours,local_var_topk_018,local_var_topk,2,0.7218191964285714,0.02315848214285715,0.7218191964285714,0.7218191964285714,0.5,6.1477389e-05,0.039413381397,0.005445486962674414
ours,local_var_topk_004,local_var_topk,2,0.7214471726190477,0.0026971726190476164,0.7214471726190477,0.7214471726190477,0.627193485076,1.5369347e-05,0.049413381397,0.005445486962674414
ours,coord_03_anchor,coord:train.grad_clip,2,0.7209821428571428,0.01729910714285715,0.7209821428571428,0.7209821428571428,1.0,3.073869450200515e-05,0.04941338139680235,0.001
ours,local_var_topk_008,local_var_topk,2,0.7190290178571428,0.01143973214285715,0.7190290178571428,0.7190290178571428,0.927193485076,1.5369347e-05,0.05,0.005445486962674414
ours,coord_02_train_weight_decay_002,coord:train.weight_decay,2,0.7181919642857143,0.0005580357142856984,0.7181919642857143,0.7181919642857143,1.0,3.073869450200515e-05,0.03175375624865879,0.001
ours,local_var_topk_007,local_var_topk,2,0.716796875,0.0036272321428572063,0.716796875,0.716796875,0.927193485076,1.5369347e-05,0.049413381397,0.005445486962674414
ours,coord_01_train_lr_005,coord:train.lr,2,0.7152157738095238,0.025855654761904767,0.7152157738095238,0.7152157738095238,1.0,1.2632687420587218e-05,0.0,0.001
ours,local_var_topk_005,local_var_topk,2,0.7145647321428572,0.0038132440476190688,0.7145647321428572,0.7145647321428572,0.627193485076,1.5369347e-05,0.05,0.005445486962674414
ours,local_var_topk_006,local_var_topk,2,0.7137276785714286,0.006882440476190521,0.7137276785714286,0.7137276785714286,0.927193485076,1.5369347e-05,0.039413381397,0.005445486962674414
ours,local_var_topk_003,local_var_topk,2,0.7135416666666666,0.007440476190476164,0.7135416666666666,0.7135416666666666,0.627193485076,1.5369347e-05,0.039413381397,0.005445486962674414
ours,coord_01_train_lr_001,coord:train.lr,2,0.7066592261904762,0.020461309523809534,0.7096354166666666,0.7036830357142857,1.0,0.00011129736574037923,0.0,0.001
ours,local_var_topk_019,local_var_topk,2,0.7061011904761905,0.028459821428571452,0.7106584821428572,0.7015438988095238,0.5,6.1477389e-05,0.049413381397,0.005445486962674414
ours,coord_01_train_lr_003,coord:train.lr,2,0.6759672619047619,0.002232142857142849,0.6759672619047619,0.6759672619047619,1.0,6.110024420884288e-06,0.0,0.001
ours,coord_01_train_lr_000,coord:train.lr,2,0.6428571428571428,0.01692708333333326,0.6428571428571428,0.6428571428571428,1.0,3.0561322966883563e-06,0.0,0.001
ours,coord_01_anchor,coord:train.lr,2,0.5809151785714286,0.0,0.5809151785714286,0.5809151785714286,1.0,0.001,0.0,0.001
ours,coord_01_train_lr_002,coord:train.lr,2,0.5809151785714286,0.0,0.5809151785714286,0.5809151785714286,1.0,0.003661385906620278,0.0,0.001
ours,coord_01_train_lr_009,coord:train.lr,2,0.5809151785714286,0.0,0.5809151785714286,0.5809151785714286,1.0,0.0005843483351802731,0.0,0.001
ours,coord_01_train_lr_010,coord:train.lr,2,0.5809151785714286,0.0,0.5809151785714286,0.5809151785714286,1.0,0.0006416285041125823,0.0,0.001
