method,seed,best_val_acc,final_val_acc,score_05_05,reused,summary_json,curve_csv
baseline,2,0.7653429602888087,0.7617328519855595,0.7635379061371841,False,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/paperoutput/runs_server/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2/final/baseline_s2.json,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/paperoutput/runs_server/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2/final/baseline_s2_curve.csv
baseline,3,0.7509025270758123,0.7509025270758123,0.7509025270758123,False,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/paperoutput/runs_server/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2/final/baseline_s3.json,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/paperoutput/runs_server/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2/final/baseline_s3_curve.csv
baseline,5,0.779783393501805,0.776173285198556,0.7779783393501805,False,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/paperoutput/runs_server/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2/final/baseline_s5.json,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/paperoutput/runs_server/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2/final/baseline_s5_curve.csv
baseline,7,0.7833935018050542,0.7184115523465704,0.7509025270758123,False,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/paperoutput/runs_server/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2/final/baseline_s7.json,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/paperoutput/runs_server/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2/final/baseline_s7_curve.csv
baseline,11,0.7617328519855595,0.7436823104693141,0.7527075812274369,False,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/paperoutput/runs_server/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2/final/baseline_s11.json,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/paperoutput/runs_server/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2/final/baseline_s11_curve.csv
cagrad,2,0.7545126353790613,0.6750902527075813,0.7148014440433212,False,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/paperoutput/runs_server/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2/final/cagrad_s2.json,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/paperoutput/runs_server/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2/final/cagrad_s2_curve.csv
cagrad,3,0.7472924187725631,0.7472924187725631,0.7472924187725631,False,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/paperoutput/runs_server/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2/final/cagrad_s3.json,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/paperoutput/runs_server/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2/final/cagrad_s3_curve.csv
cagrad,5,0.7509025270758123,0.7509025270758123,0.7509025270758123,False,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/paperoutput/runs_server/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2/final/cagrad_s5.json,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/paperoutput/runs_server/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2/final/cagrad_s5_curve.csv
cagrad,7,0.7436823104693141,0.7292418772563177,0.7364620938628159,False,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/paperoutput/runs_server/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2/final/cagrad_s7.json,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/paperoutput/runs_server/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2/final/cagrad_s7_curve.csv
cagrad,11,0.7689530685920578,0.7509025270758123,0.759927797833935,False,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/paperoutput/runs_server/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2/final/cagrad_s11.json,/share/home/yuli0398/Optimization/MOE-grad-conflict-routing/paperoutput/runs_server/paper_suite/single_gpu/single_task/roberta_rte_ffn_e4_k2/final/cagrad_s11_curve.csv
